WorkStationID;WorkStationName;DistrictDesc;ProvinceDesc;MFL Code;DHIS2 UID;Hims code;Name;Province;District;Constituency;Ward;Zone;Location;Type;Ownership;Ownership type;Operational status;Mobility status;Accesibility;Catchment population head count;Catchment population cso;Number of households;Latitude;Longitude
199;ITUFA RURAL HEALTH CENTRE;SENANGA;WESTERN;1395;A8TmYeix1cv;90120008;MATA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7729;4238;;-16,1333;24,1333
199;ITUFA RURAL HEALTH CENTRE;SENANGA;WESTERN;1276;cxfCo7SPUfL;90120018;SIBUKALI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Sibukali;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6482;5570;;-16,146;23,146
200;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3900;aXkfuVKKVbg;50060135;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;NKoloma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;127202;31;-15,4277;28,2886
200;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1535;;50060032; CHAISA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Matero;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-15,38441;28,282861
200;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3903;;50060153;LILAYI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Kamulanga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;22049;;-15,5396;28,2859
200;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1521;;50060129;KABWATA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Chilenje;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;126,781;;-15,41512;28,27947
200;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1502;;50060015;BAULENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;104,732;;-15,44681;28,373583
200;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1563;EbJJI4tcfFV;50060036;CHAZANGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Mpulungu;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;45,731;;-15,3394;28,2861
202;LUI RIVER RURAL HEALTH CENTRE;SENANGA;WESTERN;1447;PEj17OmVdEG;90120005;LUI RIVER RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Lipuwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6654;5730;;-15,7598;23,5246
203;KALINGALINGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3903;;50060153;LILAYI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Kamulanga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;22049;;-15,5396;28,2859
203;KALINGALINGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1521;;50060129;KABWATA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Chilenje;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;126,781;;-15,41512;28,27947
203;KALINGALINGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1563;EbJJI4tcfFV;50060036;CHAZANGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Mpulungu;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;45,731;;-15,3394;28,2861
203;KALINGALINGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3900;aXkfuVKKVbg;50060135;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;NKoloma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;127202;31;-15,4277;28,2886
203;KALINGALINGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3889;;50060131;KALINGALINGA HEALTH CENTRE;LUSAKA;LUSAKA;Munali;Kalingalinga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;107489;17975;-15,4058;28,3293
205;LITAMBYA RURAL HEALTH CENTRE;SENANGA;WESTERN;1349;fsIU5f9ATrA;90120003;LITAMBYA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Imatongo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7355;7227;;-16,067;23,3052
205;LITAMBYA RURAL HEALTH CENTRE;SENANGA;WESTERN;1232;ulJLP7gj5vz;90120019;SIKUMBI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Naluywa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6865;4538;;-16,4695;23,4567
205;LITAMBYA RURAL HEALTH CENTRE;SENANGA;WESTERN;1412;RqvaHvnNVNu;90120001;ITUFA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mwanambuyu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8059;7669;;-15,855;23,3074
205;LITAMBYA RURAL HEALTH CENTRE;SENANGA;WESTERN;1395;A8TmYeix1cv;90120008;MATA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7729;4238;;-16,1333;24,1333
206;ST AGNESS HEALTH CENTRE;LUSAKA;LUSAKA;3892;;50060263;ST AGNESS URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;Faith Based ;Public;Functional;Fixed;Open;16835;16535;10559;-15,41465;28,383879
209;SIKUMBI RURAL HEALTH CENTRE;SENANGA;WESTERN;1232;ulJLP7gj5vz;90120019;SIKUMBI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Naluywa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6865;4538;;-16,4695;23,4567
209;SIKUMBI RURAL HEALTH CENTRE;SENANGA;WESTERN;1412;RqvaHvnNVNu;90120001;ITUFA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mwanambuyu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8059;7669;;-15,855;23,3074
209;SIKUMBI RURAL HEALTH CENTRE;SENANGA;WESTERN;1349;fsIU5f9ATrA;90120003;LITAMBYA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Imatongo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7355;7227;;-16,067;23,3052
209;SIKUMBI RURAL HEALTH CENTRE;SENANGA;WESTERN;1395;A8TmYeix1cv;90120008;MATA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7729;4238;;-16,1333;24,1333
209;SIKUMBI RURAL HEALTH CENTRE;SENANGA;WESTERN;1276;cxfCo7SPUfL;90120018;SIBUKALI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Sibukali;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6482;5570;;-16,146;23,146
210;KANYAMA S.H. URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1521;;50060129;KABWATA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Chilenje;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;126,781;;-15,41512;28,27947
210;KANYAMA S.H. URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3900;aXkfuVKKVbg;50060135;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;NKoloma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;127202;31;-15,4277;28,2886
212;SIBUKALI HEALTH CENTRE;SENANGA;WESTERN;1232;ulJLP7gj5vz;90120019;SIKUMBI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Naluywa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6865;4538;;-16,4695;23,4567
212;SIBUKALI HEALTH CENTRE;SENANGA;WESTERN;1276;cxfCo7SPUfL;90120018;SIBUKALI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Sibukali;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6482;5570;;-16,146;23,146
213;GARDEN HEALTH POST;LUSAKA;LUSAKA;1527;;50060104;GARDEN HEALTH POST;LUSAKA;LUSAKA;Mandevu;Ngwerere;;Urban;Health Post;MOH;Public;Functional;Fixed;Open;;66,797;;-15,398623;28,293523
213;GARDEN HEALTH POST;LUSAKA;LUSAKA;1547;gduxpWyZVhv;50060280;PARADISE HEALTH POST;LUSAKA;LUSAKA;Matero;Matero;;Urban;Health Post;MOH;Public;Functional;Fixed;Open;;14895;4832;-15,370475;28,239535
213;GARDEN HEALTH POST;LUSAKA;LUSAKA;3896;;50060105;GARDEN HOUSE HEALTH POST;LUSAKA;LUSAKA;Kanyama;Garden Park;;Urban;Health Post;MOH;Public;Functional;Fixed;Open;;66,797;;-15,4208427;28,2240228
215;NGUMBI  HEALTH POST;SENANGA;WESTERN;1253;VQOIBL4WCKQ;90120014;NGUNDI HEALTH POST;WESTERN;SENANGA;Senanga;Naluywa;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;5532;3953;;-16,0313;23,454
217;GEORGE HEALTH CENTRE;LUSAKA;LUSAKA;1539;FgKG2c9lmcy;50060106;GEORGE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Matero;Lima;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;31155;-15,379271;28,238473
218;MATA RURAL HEALTH CENTRE;SENANGA;WESTERN;1395;A8TmYeix1cv;90120008;MATA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7729;4238;;-16,1333;24,1333
218;MATA RURAL HEALTH CENTRE;SENANGA;WESTERN;1232;ulJLP7gj5vz;90120019;SIKUMBI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Naluywa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6865;4538;;-16,4695;23,4567
218;MATA RURAL HEALTH CENTRE;SENANGA;WESTERN;1412;RqvaHvnNVNu;90120001;ITUFA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mwanambuyu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8059;7669;;-15,855;23,3074
218;MATA RURAL HEALTH CENTRE;SENANGA;WESTERN;1349;fsIU5f9ATrA;90120003;LITAMBYA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Imatongo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7355;7227;;-16,067;23,3052
218;MATA RURAL HEALTH CENTRE;SENANGA;WESTERN;1245;OgZSWIYeIhP;90120013;MWANAMWALYE RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Lumbe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;2784;4648;;-16,4075;24,0092
218;MATA RURAL HEALTH CENTRE;SENANGA;WESTERN;1276;cxfCo7SPUfL;90120018;SIBUKALI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Sibukali;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6482;5570;;-16,146;23,146
219;MKOMBA HEALTH POST;LUNDAZI;EASTERN;2512;CSg1jeO3HAo;30040011;KAKUMBA  HEALTH POST;EASTERN;LUNDAZI;Lundazi;Msuzi;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;;12065;;-12,39112;33,15667
219;MKOMBA HEALTH POST;LUNDAZI;EASTERN;2488;c6pmiX3iTNk;30040032;MKOMBA  HEALTH POST;EASTERN;LUNDAZI;Lundazi;Mkomba;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;;7220;;-12,48914;33,36456
221;NANJUCA RURAL HEALTH CENTRE;SENANGA;WESTERN;3239;YDOBI2sj67w;90120017;SENANGA URBAN HEALTH CENTRE;WESTERN;SENANGA;Senanga;Imatanda;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;34924;11482;;-16,117824;23,296017
221;NANJUCA RURAL HEALTH CENTRE;SENANGA;WESTERN;1412;RqvaHvnNVNu;90120001;ITUFA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mwanambuyu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8059;7669;;-15,855;23,3074
221;NANJUCA RURAL HEALTH CENTRE;SENANGA;WESTERN;1395;A8TmYeix1cv;90120008;MATA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7729;4238;;-16,1333;24,1333
222;SENANGA GENERAL HOSPITAL;SENANGA;WESTERN;1332;pjd1BdtyCsy;90120015;SENANGA GENERAL HOSPITAL;WESTERN;SENANGA;Senanga;Imatanda;;Urban; 2nd Level Hospital;MOH;Public;Functional;Fixed;Open;;;107;-16,146;23,146
224;BAULENI HEALTH CENTRE;LUSAKA;LUSAKA;4318;vlCp686zYH4;50060303;ZATULATE HEALTH CENTRE;LUSAKA;LUSAKA;Munali;Kalingalinga;;Urban;Health Centre;Private;Private;Functional;Fixed;Open;;;;-15,3896056;28,334156
224;BAULENI HEALTH CENTRE;LUSAKA;LUSAKA;1502;;50060015;BAULENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;104,732;;-15,44681;28,373583
224;BAULENI HEALTH CENTRE;LUSAKA;LUSAKA;4632;;50060405;ALPINE HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Libala;;Urban;Health Centre;Private;Private;Functional;Mobile;Open;;;;-15,4574023;28,3169714
225;NASILIMWE RURAL HEALTH CENTRE;SENANGA;WESTERN;1232;ulJLP7gj5vz;90120019;SIKUMBI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Naluywa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6865;4538;;-16,4695;23,4567
225;NASILIMWE RURAL HEALTH CENTRE;SENANGA;WESTERN;1349;fsIU5f9ATrA;90120003;LITAMBYA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Imatongo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7355;7227;;-16,067;23,3052
225;NASILIMWE RURAL HEALTH CENTRE;SENANGA;WESTERN;1245;OgZSWIYeIhP;90120013;MWANAMWALYE RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Lumbe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;2784;4648;;-16,4075;24,0092
225;NASILIMWE RURAL HEALTH CENTRE;SENANGA;WESTERN;1276;cxfCo7SPUfL;90120018;SIBUKALI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Sibukali;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6482;5570;;-16,146;23,146
227;KALOKO HEALTH CENTRE;NDOLA;COPPERBELT;2278;K3guXcgc4Fa;200100029; KALOKO URBAN HEALTH CENTRE;COPPERBELT;NDOLA;Bwana Mkubwa;Twashuka;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;19,12;;-13,036583;28,634983
227;KALOKO HEALTH CENTRE;NDOLA;COPPERBELT;3849;p6vOCKP1aT2;200100034; KATONDO HEALTH CENTRE;COPPERBELT;NDOLA;Bwana Mkubwa;Munkulungwe;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;4,635;;-13,022145;28,697934
228;MUSUNGU RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2919;;40040021;MUSHOTA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Ilombe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9243;7020;1541;-9,815693;29,390685
228;MUSUNGU RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2878;;40040022;MUSUNGU RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Luongo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4285;3464;714;-10,194319;29,707545
230;KANENGO RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2977;;40040008;KABANDA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Kabanse;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3476;2470;579;-9,480134;29,588465
230;KANENGO RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2956;;40040011;KANENGO RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Pambashe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10367;6983;1728;-9,59362;29,346248
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1493;TAoFx870MJa;50060175;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kanyama;Munkolo;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;31,633;;-15,4813;28,185199
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3265;e3vlJ4RcVHY;50060030;CHAINDA URBAN HEALTH CENTRE ;LUSAKA;LUSAKA;Munali;Chainda;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;78285;63391;15531;-15,386588;28,405251
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1535;;50060032; CHAISA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Matero;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-15,38441;28,282861
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3903;;50060153;LILAYI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Kamulanga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;22049;;-15,5396;28,2859
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1521;;50060129;KABWATA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Chilenje;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;126,781;;-15,41512;28,27947
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1543;GWePuV5XPW0;50060182;MANDEVU URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Justine Kabwe;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;82,683;;-15,3716;28,288501
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1502;;50060015;BAULENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;104,732;;-15,44681;28,373583
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1552;ICLq9igVlIv;50060211;NG'OMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Roma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;56,115;;-15,3674;28,323684
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1563;EbJJI4tcfFV;50060036;CHAZANGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Mpulungu;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;45,731;;-15,3394;28,2861
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1604;;50060138;KANYAMA WEST HEALTH CENTRE;LUSAKA;LUSAKA;Kanyama;Makeni Villa;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;79,101;;-15,2535;28,1403
231;KANYAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3900;aXkfuVKKVbg;50060135;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;NKoloma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;127202;31;-15,4277;28,2886
232;CHIMPILI RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2899;PZYChP213Io;40040004;CHIMPILI RURAL HEALTH CENTRE;LUAPULA;KAWAMBWA;Pambashe;Chimpili;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4960;3801;827;-10,01342;29,898571
232;CHIMPILI RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2931;;40040001;CHAMA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Mulunda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6977;6409;1163;-9,77658;29,424575
232;CHIMPILI RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2962;;40040003;CHIMPEMPE RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Kabanse;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;1504;1909;251;-9,546322;29,437648
233;MWANYA RURAL HEALTH CENTRE;LUNDAZI;EASTERN;2505;ltNbQWbKf8j;30040037;MWASE LUNDAZI   RURAL HEALTH CENTRE;EASTERN;LUNDAZI;Lundazi;Chimalilo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;22820;;-12,41912;33,21541
233;MWANYA RURAL HEALTH CENTRE;LUNDAZI;EASTERN;2470;oAy9YRZmAWC;30040047;NYANGWE RURAL HEALTH CENTRE;EASTERN;LUNDAZI;Lundazi;Chilola;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;10304;;-12,550379;33,213321
234;CHIBOTE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2919;;40040021;MUSHOTA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Ilombe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9243;7020;1541;-9,815693;29,390685
234;CHIBOTE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2899;PZYChP213Io;40040004;CHIMPILI RURAL HEALTH CENTRE;LUAPULA;KAWAMBWA;Pambashe;Chimpili;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4960;3801;827;-10,01342;29,898571
234;CHIBOTE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2907;;40040005;CHITONDO RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Kawambwa;Lushiba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;2852;2786;475;-9,909552;29,278863
234;CHIBOTE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2912;;40040002;CHIBOTE RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Chibote;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9111;8533;1519;-9,863731;29,54703
234;CHIBOTE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2931;;40040001;CHAMA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Mulunda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6977;6409;1163;-9,77658;29,424575
234;CHIBOTE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2962;;40040003;CHIMPEMPE RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Kabanse;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;1504;1909;251;-9,546322;29,437648
235;CHLESTONE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3265;e3vlJ4RcVHY;50060030;CHAINDA URBAN HEALTH CENTRE ;LUSAKA;LUSAKA;Munali;Chainda;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;78285;63391;15531;-15,386588;28,405251
235;CHLESTONE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1535;;50060032; CHAISA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Matero;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-15,38441;28,282861
235;CHLESTONE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1539;FgKG2c9lmcy;50060106;GEORGE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Matero;Lima;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;31155;-15,379271;28,238473
235;CHLESTONE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;4211;LJz2tZNV5e4;50060198;MTENDERE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Munali;Munali;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;92,152;;-15,4014;28,3575
235;CHLESTONE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1502;;50060015;BAULENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;104,732;;-15,44681;28,373583
235;CHLESTONE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1563;EbJJI4tcfFV;50060036;CHAZANGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Mpulungu;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;45,731;;-15,3394;28,2861
235;CHLESTONE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3886;;50060037;CHELSTONE ZONAL HEALTH CENTRE;LUSAKA;LUSAKA;Munali;Chakunkula;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;97606;16268;-15,3702;28,39038
236;MUYEMBE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2901;;40040023;MUYEMBE RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Kawambwa;Iyanga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3212;2302;535;-9,992027;29,117268
236;MUYEMBE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2920;;40040016;LUSAMBO RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Kawambwa;Ng'ona;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5316;4319;886;-9,815554;29,126845
236;MUYEMBE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2949;;40040019;MUFWAYA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Kawambwa;Senga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7569;5236;1262;-9,636744;29,043265
236;MUYEMBE RURAL HEALTH CENTRE;KAWAMBWA;LUAPULA;2962;;40040003;CHIMPEMPE RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Kabanse;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;1504;1909;251;-9,546322;29,437648
237;MWASE LUNDAZI RURAL HEALTH CENTRE;LUNDAZI;EASTERN;2505;ltNbQWbKf8j;30040037;MWASE LUNDAZI   RURAL HEALTH CENTRE;EASTERN;LUNDAZI;Lundazi;Chimalilo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;22820;;-12,41912;33,21541
237;MWASE LUNDAZI RURAL HEALTH CENTRE;LUNDAZI;EASTERN;2563;GoDz9qC2h8T;30040025;LUNDAZI  URBAN HEALTH CENTRE;EASTERN;LUNDAZI;Lundazi;Mnyamazi;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;47313;;-12,28903333;33,16796667
238;CHAWAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1493;TAoFx870MJa;50060175;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kanyama;Munkolo;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;31,633;;-15,4813;28,185199
238;CHAWAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3265;e3vlJ4RcVHY;50060030;CHAINDA URBAN HEALTH CENTRE ;LUSAKA;LUSAKA;Munali;Chainda;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;78285;63391;15531;-15,386588;28,405251
238;CHAWAMA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1535;;50060032; CHAISA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Matero;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-15,38441;28,282861
